file_name,Distance
image_0105.jpg,3061.04
image_0106.jpg,6876.53
image_0107.jpg,414.73
image_0108.jpg,56921.83
image_0109.jpg,639.65
image_0110.jpg,81.21
image_0111.jpg,204.87
image_0112.jpg,149.02
image_0113.jpg,5547.65
image_0114.jpg,81.2
image_0115.jpg,697.22
image_0116.jpg,7986.36
image_0117.jpg,2120.9
image_0118.jpg,16639.16
image_0119.jpg,16503.47
image_0120.jpg,25191.13
image_0121.jpg,1133.22
image_0122.jpg,35897.9
image_0123.jpg,12827.72
image_0124.jpg,595.38
image_0125.jpg,55259.99
image_0126.jpg,66798.77
image_0127.jpg,3063.67
image_0128.jpg,30815.4
image_0129.jpg,5155.34
image_0130.jpg,54841.42
image_0131.jpg,57352.6
image_0132.jpg,3721.41
image_0133.jpg,116.45
image_0134.jpg,275.82
image_0135.jpg,145.04
image_0136.jpg,83756.39
image_0137.jpg,76.65
image_0138.jpg,23702.66
image_0139.jpg,283.37
image_0140.jpg,991.3
image_0141.jpg,377.67
image_0142.jpg,332.0
image_0143.jpg,55097.53
image_0144.jpg,89.99
image_0145.jpg,4590.35
image_0146.jpg,2700.43
image_0147.jpg,19075.5
image_0148.jpg,13989.97
image_0149.jpg,7061.67
image_0150.jpg,46538.21
image_0151.jpg,30722.59
image_0152.jpg,172947.27
image_0153.jpg,6821.03
image_0154.jpg,324.81
image_0155.jpg,94.01
image_0156.jpg,144495.09
image_0157.jpg,78915.42
image_0158.jpg,1225.16
image_0159.jpg,420.93
image_0160.jpg,14174.33
image_0161.jpg,75.94
image_0162.jpg,73.66
image_0163.jpg,97.75
image_0164.jpg,467.54
image_0165.jpg,1305.74
image_0166.jpg,954.46
image_0167.jpg,14933.13
image_0168.jpg,9996.76
image_0169.jpg,3775.55
image_0170.jpg,43067.09
image_0171.jpg,78.11
image_0172.jpg,979.67
image_0173.jpg,56534.75
image_0174.jpg,8937.67
image_0175.jpg,0.0
image_0176.jpg,298.96
image_0177.jpg,37685.87
image_0178.jpg,19290.56
image_0179.jpg,108.98
image_0180.jpg,124.89
image_0181.jpg,8369.86
image_0182.jpg,92.28
image_0183.jpg,16914.96
image_0184.jpg,11709.15
image_0185.jpg,1203.29
image_0186.jpg,63864.06
image_0187.jpg,1107.48
image_0188.jpg,16543.85
image_0189.jpg,621.05
image_0190.jpg,19561.9
image_0191.jpg,139.51
image_0192.jpg,38750.54
image_0193.jpg,101.97
image_0194.jpg,1043.31
image_0195.jpg,4071.13
image_0196.jpg,18743.36
image_0197.jpg,44224.12
image_0198.jpg,5040.62
image_0199.jpg,1433.1
image_0200.jpg,3411.54
image_0201.jpg,139.55
image_0202.jpg,206.81
image_0203.jpg,7733.13
image_0204.jpg,30141.32
image_0205.jpg,72.03
image_0206.jpg,16127.87
image_0207.jpg,6375.09
image_0208.jpg,71.83
image_0209.jpg,93512.47
image_0210.jpg,282.05
image_0211.jpg,25206.12
image_0212.jpg,5202.9
image_0213.jpg,1523.72
image_0214.jpg,1025.59
image_0215.jpg,143.32
image_0216.jpg,1572.08
image_0217.jpg,14201.98
image_0218.jpg,120.34
image_0219.jpg,3138.06
image_0220.jpg,15041.23
image_0221.jpg,42932.17
image_0222.jpg,2902.91
image_0223.jpg,2922.46
image_0224.jpg,32040.98
image_0225.jpg,55033.45
image_0226.jpg,1401.69
image_0227.jpg,1179.14
image_0228.jpg,781.2
image_0229.jpg,4490.27
image_0230.jpg,25068.29
image_0231.jpg,232.14
image_0232.jpg,47915.89
image_0233.jpg,1187.92
image_0234.jpg,538.13
image_0235.jpg,3856.96
image_0236.jpg,44558.76
image_0237.jpg,81520.61
image_0238.jpg,73.42
image_0239.jpg,2272.06
image_0240.jpg,8693.49
image_0241.jpg,3569.97
image_0242.jpg,154.08
image_0243.jpg,98.7
image_0244.jpg,876.58
image_0245.jpg,69.19
image_0246.jpg,8002.35
image_0247.jpg,72.8
image_0248.jpg,72.8
image_0249.jpg,54757.57
image_0250.jpg,70409.57
image_0251.jpg,97684.85
image_0252.jpg,70.61
image_0253.jpg,23994.32
image_0254.jpg,2009.38
image_0255.jpg,211441.44
image_0256.jpg,36111.14
image_0257.jpg,72.78
image_0258.jpg,14168.38
image_0259.jpg,421.78
image_0260.jpg,339098.08
image_0261.jpg,25691.9
image_0262.jpg,106290.9
image_0263.jpg,8232.42
image_0264.jpg,263.86
image_0265.jpg,11702.13
image_0266.jpg,3593.43
image_0267.jpg,25623.38
image_0268.jpg,87.6
image_0269.jpg,48494.4
image_0270.jpg,111066.88
image_0271.jpg,34362.25
image_0272.jpg,57077.63
image_0273.jpg,17072.1
image_0274.jpg,451.68
image_0275.jpg,26957.29
image_0276.jpg,19317.67
image_0277.jpg,44263.82
image_0278.jpg,54088.18
image_0279.jpg,11032.61
image_0280.jpg,44950.27
image_0281.jpg,12258.56
image_0282.jpg,146151.15
image_0283.jpg,15977.07
image_0284.jpg,1381747.88
image_0285.jpg,5481.31
image_0286.jpg,61601.9
image_0287.jpg,141247.47
image_0288.jpg,75727.61
image_0289.jpg,1832079.1
image_0290.jpg,1463395.96
image_0291.jpg,253.71
image_0292.jpg,8047.39
image_0293.jpg,17400.53
image_0294.jpg,186459.23
image_0295.jpg,50572.89
image_0296.jpg,159.32
image_0297.jpg,127.21
image_0298.jpg,159057.31
image_0299.jpg,5237.62
image_0300.jpg,29698.38
image_0301.jpg,13748.03
image_0302.jpg,28603.46
image_0303.jpg,196719.17
image_0304.jpg,18862.77
image_0305.jpg,93554.36
image_0306.jpg,92.21
image_0307.jpg,211627.3
image_0308.jpg,58859.23
image_0309.jpg,228458.61
image_0310.jpg,282275.94
image_0311.jpg,287038.91
image_0312.jpg,76605.35
image_0313.jpg,220271.13
image_0314.jpg,9398.39
image_0315.jpg,119.14
image_0316.jpg,233.17
image_0317.jpg,301.57
image_0318.jpg,5396.97
image_0319.jpg,70.88
image_0320.jpg,18051.94
image_0321.jpg,25214.25
image_0322.jpg,2331.8
image_0323.jpg,108.75
image_0324.jpg,7639.14
image_0325.jpg,65947.29
image_0326.jpg,16259.68
image_0327.jpg,74.42
image_0328.jpg,127715.92
image_0329.jpg,625.23
image_0330.jpg,29007.01
image_0331.jpg,592158.87
image_0332.jpg,32637.75
image_0333.jpg,378.54
image_0334.jpg,78.54
image_0335.jpg,34023.79
image_0336.jpg,446.94
image_0337.jpg,229.81
image_0338.jpg,35936.74
image_0339.jpg,6808.22
image_0340.jpg,347600.33
image_0341.jpg,13202.62
image_0342.jpg,32960.45
image_0343.jpg,29787.44
image_0344.jpg,1907.47
image_0345.jpg,2122.51
image_0346.jpg,341.34
image_0347.jpg,26284.9
image_0348.jpg,43540.23
image_0349.jpg,8362.37
image_0350.jpg,162736.94
image_0351.jpg,42136.3
image_0352.jpg,2882.74
image_0353.jpg,128090.09
image_0354.jpg,14537.92
image_0355.jpg,1083.72
image_0356.jpg,70584.4
image_0357.jpg,41941.58
image_0358.jpg,107.8
image_0359.jpg,4422.64
image_0360.jpg,94837.7
image_0361.jpg,621.48
image_0362.jpg,58961.53
image_0363.jpg,56080.19
image_0364.jpg,88145.26
image_0365.jpg,16853.33
image_0366.jpg,39002.93
image_0367.jpg,90.56
image_0368.jpg,348.6
image_0369.jpg,1144.22
image_0370.jpg,30017.19
image_0371.jpg,43554.43
image_0372.jpg,66930.76
image_0373.jpg,5484.45
image_0374.jpg,8045.2
image_0375.jpg,42142.25
image_0376.jpg,2917.61
image_0377.jpg,46693.1
image_0378.jpg,1380.86
image_0379.jpg,5563.26
image_0380.jpg,5097.59
image_0381.jpg,1909.51
image_0382.jpg,2584.81
image_0383.jpg,110697.53
image_0384.jpg,3657.56
image_0385.jpg,1494.61
image_0386.jpg,45687.23
image_0387.jpg,7819.75
image_0388.jpg,224.54
image_0389.jpg,2978.76
image_0390.jpg,5426.78
image_0391.jpg,6260.68
image_0392.jpg,92.58
image_0393.jpg,72.49
image_0394.jpg,84457.98
image_0395.jpg,87.32
image_0396.jpg,286.63
image_0397.jpg,285.05
image_0398.jpg,76.74
image_0399.jpg,177429.63
image_0400.jpg,261.09
image_0401.jpg,26321.72
image_0402.jpg,270606.02
image_0403.jpg,114033.13
image_0404.jpg,82.02
image_0405.jpg,28940.92
image_0406.jpg,10548.34
image_0407.jpg,136.96
image_0408.jpg,57191.03
image_0409.jpg,4765.18
image_0410.jpg,6387.18
image_0411.jpg,4851.32
image_0412.jpg,9869.58
image_0413.jpg,48592.57
image_0414.jpg,2655.73
image_0415.jpg,13192.37
image_0416.jpg,5061.8
image_0417.jpg,183134.78
image_0418.jpg,556.81
image_0419.jpg,197546.46
image_0420.jpg,78.15
image_0421.jpg,181.39
image_0422.jpg,13014.98
image_0423.jpg,3605.63
image_0424.jpg,641.02
image_0425.jpg,16404.94
image_0426.jpg,58251.48
image_0427.jpg,4336.21
image_0428.jpg,3100.4
image_0429.jpg,1639.45
image_0430.jpg,50912.0
image_0431.jpg,2559.05
image_0432.jpg,1820.08
image_0433.jpg,4948.42
image_0434.jpg,9943.76
image_0435.jpg,11579.93
image_0436.jpg,2544.06
image_0437.jpg,10614.48
image_0438.jpg,83481.47
image_0439.jpg,473.98
image_0440.jpg,47314.22
image_0441.jpg,46375.98
image_0442.jpg,79.05
image_0443.jpg,641.02
image_0444.jpg,6357.64
image_0445.jpg,12535.47
image_0446.jpg,557.01
image_0447.jpg,182.2
image_0448.jpg,10051.3
image_0449.jpg,33471.12
image_0450.jpg,2191.19
image_0451.jpg,38599.13
image_0452.jpg,25997.28
image_0453.jpg,472.49
image_0454.jpg,104.73
image_0455.jpg,6387.19
image_0456.jpg,48275.99
image_0457.jpg,2061.83
image_0458.jpg,11070.92
image_0459.jpg,4342.06
image_0460.jpg,1638.91
image_0461.jpg,354.99
image_0462.jpg,443390.99
image_0463.jpg,224161.15
image_0464.jpg,2654.53
image_0465.jpg,2677.61
image_0466.jpg,185056.79
image_0467.jpg,9989.79
image_0468.jpg,4837.63
image_0469.jpg,13014.57
image_0470.jpg,4945.94
image_0471.jpg,2550.47
image_0472.jpg,270765.16
image_0473.jpg,13133.5
image_0474.jpg,10631.62
image_0475.jpg,114027.53
image_0476.jpg,28956.14
image_0477.jpg,189549.6
image_0478.jpg,2043.92
image_0479.jpg,54706.31
image_0480.jpg,210954.49
image_0481.jpg,218.67
image_0482.jpg,10335.51
image_0483.jpg,13051.99
image_0484.jpg,115647.59
image_0485.jpg,1963.3
image_0486.jpg,254485.45
image_0487.jpg,73.41
image_0488.jpg,190438.85
image_0489.jpg,846.51
image_0490.jpg,6016.2
image_0491.jpg,150443.78
image_0492.jpg,30381.5
image_0493.jpg,37073.32
image_0494.jpg,12335.25
image_0495.jpg,145.54
image_0496.jpg,7259.82
image_0497.jpg,167.31
image_0498.jpg,89782.77
image_0499.jpg,84.89
image_0500.jpg,79.18
image_0501.jpg,76.08
image_0502.jpg,263.66
image_0503.jpg,18119.79
image_0504.jpg,23227.86
image_0505.jpg,13410.57
image_0506.jpg,162.21
image_0507.jpg,12416.95
image_0508.jpg,1030.41
image_0509.jpg,117.4
image_0510.jpg,71.61
image_0511.jpg,43466.8
image_0512.jpg,14624.76
image_0513.jpg,15507.42
image_0514.jpg,144.89
image_0515.jpg,72.78
image_0516.jpg,221191.81
image_0517.jpg,4604.94
image_0518.jpg,9038.96
image_0519.jpg,72.88
image_0520.jpg,19862.86
image_0521.jpg,31562.92
image_0522.jpg,5050.51
image_0523.jpg,14622.94
image_0524.jpg,174212.09
image_0525.jpg,1116.58
image_0526.jpg,3520.49
image_0527.jpg,76.03
image_0528.jpg,2282.47
image_0529.jpg,79.69
image_0530.jpg,227.33
image_0531.jpg,1081.02
image_0532.jpg,419.24
image_0533.jpg,137.73
image_0534.jpg,8911.93
image_0535.jpg,2229.5
image_0536.jpg,811583.14
image_0537.jpg,161908.83
image_0538.jpg,1699629.68
image_0539.jpg,185253.61
image_0540.jpg,75.1
image_0541.jpg,1968.13
image_0542.jpg,82785.07
image_0543.jpg,212330.36
image_0544.jpg,26317.91
image_0545.jpg,129.26
image_0546.jpg,2120.13
image_0547.jpg,152712.06
image_0548.jpg,168769.47
image_0549.jpg,72.39
image_0550.jpg,183.35
image_0551.jpg,78.06
image_0552.jpg,2810.73
image_0553.jpg,10917.38
image_0554.jpg,74630.84
image_0555.jpg,21653.83
image_0556.jpg,106.18
image_0557.jpg,73.37
image_0558.jpg,219.58
image_0559.jpg,1353316.53
image_0560.jpg,3223.18
image_0561.jpg,2790.09
image_0562.jpg,155061.02
image_0563.jpg,15160.37
image_0564.jpg,8977.15
image_0565.jpg,50237.45
image_0566.jpg,397.68
image_0567.jpg,98.72
image_0568.jpg,70.71
image_0569.jpg,34401.01
image_0570.jpg,112551.03
image_0571.jpg,9508.88
image_0572.jpg,24526.21
image_0573.jpg,3529.47
image_0574.jpg,6737.26
image_0575.jpg,378.93
image_0576.jpg,3857.89
image_0577.jpg,883.49
image_0578.jpg,1015.46
image_0579.jpg,9568.04
image_0580.jpg,31220.86
image_0581.jpg,851.13
image_0582.jpg,5625.05
image_0583.jpg,8000.95
image_0584.jpg,10573.99
image_0585.jpg,8878.9
image_0586.jpg,47579.55
image_0587.jpg,253.92
image_0588.jpg,31832.62
image_0589.jpg,449338.1
image_0590.jpg,80077.22
image_0591.jpg,174.46
image_0592.jpg,628046.95
image_0593.jpg,13603.26
image_0594.jpg,43505.7
image_0595.jpg,74.62
image_0596.jpg,6078.67
image_0597.jpg,35970.71
image_0598.jpg,38458.98
image_0599.jpg,381493.73
image_0600.jpg,103321.05
image_0601.jpg,12178.65
image_0602.jpg,237.08
image_0603.jpg,41353.36
image_0604.jpg,936.3
image_0605.jpg,148.17
image_0606.jpg,34838.07
image_0607.jpg,809.33
image_0608.jpg,3745.88
image_0609.jpg,6201.89
image_0610.jpg,78.2
image_0611.jpg,58282.16
image_0612.jpg,4831.2
image_0613.jpg,69124.95
image_0614.jpg,52013.32
image_0615.jpg,23092.32
image_0616.jpg,14463.9
image_0617.jpg,59942.69
image_0618.jpg,520078.6
image_0619.jpg,654.17
image_0620.jpg,44033.83
image_0621.jpg,145.44
image_0622.jpg,175305.56
image_0623.jpg,364253.76
image_0624.jpg,41414.71
image_0625.jpg,585787.93
image_0626.jpg,15626.08
image_0627.jpg,20854.86
image_0628.jpg,19566.41
image_0629.jpg,112.7
image_0630.jpg,410029.63
image_0631.jpg,164028.72
image_0632.jpg,2193.04
image_0633.jpg,678124.78
image_0634.jpg,239414.93
image_0635.jpg,141.38
image_0636.jpg,408.95
image_0637.jpg,73450.42
image_0638.jpg,93973.83
image_0639.jpg,144708.68
image_0640.jpg,109.68
image_0641.jpg,52696.54
image_0642.jpg,291359.23
image_0643.jpg,474.12
image_0644.jpg,592.87
image_0645.jpg,262979.36
image_0646.jpg,171173.64
image_0647.jpg,112238.45
image_0648.jpg,126583.13
image_0649.jpg,113229.27
image_0650.jpg,7746.48
image_0651.jpg,23183.93
image_0652.jpg,40934.09
image_0653.jpg,42341.77
image_0654.jpg,19834.86
image_0655.jpg,25385.47
image_0656.jpg,70886.08
image_0657.jpg,11868.6
image_0658.jpg,36189.6
image_0659.jpg,99.47
image_0660.jpg,222745.43
image_0661.jpg,8561.78
image_0662.jpg,16156.58
image_0663.jpg,328066.0
image_0664.jpg,339029.18
image_0665.jpg,46934.48
image_0666.jpg,37236.32
image_0667.jpg,51283.86
image_0668.jpg,16781.22
image_0669.jpg,217.98
image_0670.jpg,180291.45
image_0671.jpg,4107.35
image_0672.jpg,4025.54
image_0673.jpg,2401.72
image_0674.jpg,50127.93
image_0675.jpg,4135.85
image_0676.jpg,9512.11
image_0677.jpg,72.96
image_0678.jpg,35510.05
image_0679.jpg,225671.94
image_0680.jpg,1325.69
image_0681.jpg,436694.18
image_0682.jpg,28586.78
image_0683.jpg,72.32
image_0684.jpg,161.61
image_0685.jpg,226.15
image_0686.jpg,73459.99
image_0687.jpg,18800.2
image_0688.jpg,24164.05
image_0689.jpg,7554.31
image_0690.jpg,165.84
image_0691.jpg,1199942.09
image_0692.jpg,145518.03
image_0693.jpg,3128.9
image_0694.jpg,184131.71
image_0695.jpg,8423.98
image_0696.jpg,25542.06
image_0697.jpg,340.58
image_0698.jpg,8880.46
image_0699.jpg,10678.2
image_0700.jpg,61301.13
image_0701.jpg,94.24
image_0702.jpg,64776.35
image_0703.jpg,5271.43
image_0704.jpg,10821.24
image_0705.jpg,9914.77
image_0706.jpg,20325.92
image_0707.jpg,227.18
image_0708.jpg,778683.63
image_0709.jpg,5072.6
image_0710.jpg,18953.55
image_0711.jpg,94.41
image_0712.jpg,1307.69
image_0713.jpg,2039.47
image_0714.jpg,3426.76
image_0715.jpg,13390.27
image_0716.jpg,103861.75
image_0717.jpg,73.88
image_0718.jpg,284699.21
image_0719.jpg,21095.74
image_0720.jpg,4215.58
image_0721.jpg,2591.78
image_0722.jpg,349.78
image_0723.jpg,85043.75
image_0724.jpg,70.13
image_0725.jpg,3523.18
image_0726.jpg,71.35
image_0727.jpg,7393.87
image_0728.jpg,1081.47
image_0729.jpg,217.24
image_0730.jpg,13829.5
image_0731.jpg,608.09
image_0732.jpg,51614.11
image_0733.jpg,553.33
image_0734.jpg,215.92
image_0735.jpg,3394.54
image_0736.jpg,924.65
image_0737.jpg,292.13
image_0738.jpg,930.63
image_0739.jpg,918.07
image_0740.jpg,72.03
image_0741.jpg,75.9
image_0742.jpg,120.29
image_0743.jpg,20073.17
image_0744.jpg,8858.46
image_0745.jpg,8065.07
image_0746.jpg,6047.74
image_0747.jpg,79.82
image_0748.jpg,62398.27
image_0749.jpg,52571.55
image_0750.jpg,965.38
image_0751.jpg,70.93
image_0752.jpg,2017.18
image_0753.jpg,620.02
image_0754.jpg,1112.96
image_0755.jpg,38675.71
image_0756.jpg,999.53
image_0757.jpg,342.36
image_0758.jpg,64427.31
image_0759.jpg,42536.76
image_0760.jpg,2407.35
image_0761.jpg,2015.55
image_0762.jpg,96411.82
image_0763.jpg,119.45
image_0764.jpg,1719.2
image_0765.jpg,609.96
image_0766.jpg,79.48
image_0767.jpg,815.45
image_0768.jpg,9994.56
image_0769.jpg,7776.96
image_0770.jpg,183.98
image_0771.jpg,249.61
image_0772.jpg,129.51
image_0773.jpg,73.9
image_0774.jpg,16353.54
image_0775.jpg,79.54
image_0776.jpg,102.2
image_0777.jpg,998.75
image_0778.jpg,76.73
image_0779.jpg,231.19
image_0780.jpg,29167.6
image_0781.jpg,5115.84
image_0782.jpg,548.4
image_0783.jpg,99539.54
image_0784.jpg,87.67
image_0785.jpg,1978.27
image_0786.jpg,1915.02
image_0787.jpg,4902.55
image_0788.jpg,1601.35
image_0789.jpg,110.72
image_0790.jpg,6360.2
image_0791.jpg,72.74
image_0792.jpg,1425.27
image_0793.jpg,737.27
image_0794.jpg,297.55
image_0795.jpg,136.58
image_0796.jpg,1435.14
image_0797.jpg,70.83
image_0798.jpg,107.84
image_0799.jpg,75.43
image_0800.jpg,72.81
image_0801.jpg,4729.12
image_0802.jpg,9391.15
image_0803.jpg,3736.15
image_0804.jpg,38167.83
image_0805.jpg,74.32
image_0806.jpg,38580.65
image_0807.jpg,118.17
image_0808.jpg,6628.75
image_0809.jpg,1684.33
image_0810.jpg,11096.29
image_0811.jpg,72.73
image_0812.jpg,59724.82
image_0813.jpg,1811.63
image_0814.jpg,128592.61
image_0815.jpg,4205.92
image_0816.jpg,8866.05
image_0817.jpg,869.6
image_0818.jpg,181.52
image_0819.jpg,14118.61
image_0820.jpg,502.58
image_0821.jpg,86847.74
image_0822.jpg,75.99
image_0823.jpg,220.51
image_0824.jpg,124135.01
image_0825.jpg,34370.83
image_0826.jpg,11129.96
image_0827.jpg,93973.89
image_0828.jpg,597.43
image_0829.jpg,1976.17
image_0830.jpg,18236.39
image_0831.jpg,364.25
image_0832.jpg,18181.34
image_0833.jpg,23332.15
image_0834.jpg,174.1
image_0835.jpg,5641.63
image_0836.jpg,107422.77
image_0837.jpg,95725.9
image_0838.jpg,174509.15
image_0839.jpg,81246.5
image_0840.jpg,5817.46
image_0841.jpg,9391.15
image_0842.jpg,188988.55
image_0843.jpg,30403.07
image_0844.jpg,461084.96
image_0845.jpg,2340.22
image_0846.jpg,109.83
image_0847.jpg,87059.99
image_0848.jpg,597.76
image_0849.jpg,521.45
image_0850.jpg,220.42
image_0851.jpg,38414.15
image_0852.jpg,17880.4
image_0853.jpg,18181.48
image_0854.jpg,106765.71
image_0855.jpg,502.79
image_0856.jpg,72.73
image_0857.jpg,25429.79
image_0858.jpg,831.53
image_0859.jpg,914.12
image_0860.jpg,23347.56
image_0861.jpg,883.06
image_0862.jpg,107420.27
image_0863.jpg,56744.48
image_0864.jpg,493.85
image_0865.jpg,56571.27
image_0866.jpg,174514.53
image_0867.jpg,75.02
image_0868.jpg,2827.67
image_0869.jpg,103.69
image_0870.jpg,1296.45
image_0871.jpg,135.42
image_0872.jpg,29310.2
image_0873.jpg,64826.24
image_0874.jpg,4183.54
image_0875.jpg,4606.38
image_0876.jpg,229.07
image_0877.jpg,24736.61
image_0878.jpg,25623.04
image_0879.jpg,382.34
image_0880.jpg,87769.15
image_0881.jpg,92.79
image_0882.jpg,3887.61
image_0883.jpg,55546.48
image_0884.jpg,17690.16
image_0885.jpg,4175.41
image_0886.jpg,77.77
image_0887.jpg,87.33
image_0888.jpg,27953.16
image_0889.jpg,8615.72
image_0890.jpg,419.75
image_0891.jpg,8434.54
image_0892.jpg,637.85
image_0893.jpg,32319.22
image_0894.jpg,76.18
image_0895.jpg,4304.33
image_0896.jpg,10145.14
image_0897.jpg,313.36
image_0898.jpg,720.55
image_0899.jpg,39997.22
image_0900.jpg,1852.61
image_0901.jpg,3046.39
image_0902.jpg,67368.04
image_0903.jpg,341.01
image_0904.jpg,44324.37
image_0905.jpg,4854.72
image_0906.jpg,7902.5
image_0907.jpg,8837.81
image_0908.jpg,1375.38
image_0909.jpg,2914.36
image_0910.jpg,174.26
image_0911.jpg,21640.76
image_0912.jpg,9610.54
image_0913.jpg,26461.66
image_0914.jpg,192.23
image_0915.jpg,16085.08
image_0916.jpg,3082.05
image_0917.jpg,1992.96
image_0918.jpg,773.19
image_0919.jpg,11576.58
image_0920.jpg,1069.39
image_0921.jpg,3889.91
image_0922.jpg,199.07
image_0923.jpg,9544.48
image_0924.jpg,72.12
image_0925.jpg,1332.87
image_0926.jpg,7901.41
image_0927.jpg,48771.12
image_0928.jpg,169.74
image_0929.jpg,32639.22
image_0930.jpg,25843.46
image_0931.jpg,270.07
image_0932.jpg,1369.63
image_0933.jpg,26742.32
image_0934.jpg,4990.01
image_0935.jpg,2901.15
image_0936.jpg,14500.5
image_0937.jpg,174.28
image_0938.jpg,29451.86
image_0939.jpg,11502.77
image_0940.jpg,4252.5
image_0941.jpg,765.63
image_0942.jpg,377.39
image_0943.jpg,250.41
image_0944.jpg,51025.72
image_0945.jpg,241.06
image_0946.jpg,1200.78
image_0947.jpg,25440.34
image_0948.jpg,76.27
image_0949.jpg,143.59
image_0950.jpg,38057.55
image_0951.jpg,53579.87
image_0952.jpg,191112.72
image_0953.jpg,12859.3
image_0954.jpg,13294.89
image_0955.jpg,5312.81
image_0956.jpg,2480.06
image_0957.jpg,55054.57
image_0958.jpg,10535.51
image_0959.jpg,98237.78
image_0960.jpg,796759.1
image_0961.jpg,5163.83
image_0962.jpg,231385.12
image_0963.jpg,4793.75
image_0964.jpg,10745.15
image_0965.jpg,449823.87
image_0966.jpg,126471.64
image_0967.jpg,35195.89
image_0968.jpg,63992.58
image_0969.jpg,43861.25
image_0970.jpg,15350.44
image_0971.jpg,233452.64
image_0972.jpg,275204.58
image_0973.jpg,4961.51
image_0974.jpg,28300.58
image_0975.jpg,17798.06
image_0976.jpg,24774.14
image_0977.jpg,887.37
image_0978.jpg,7227.45
image_0979.jpg,6595.76
image_0980.jpg,60668.13
image_0981.jpg,1235.31
image_0982.jpg,9580.45
image_0983.jpg,77253.7
image_0984.jpg,17528.96
image_0985.jpg,32101.61
image_0986.jpg,342763.68
image_0987.jpg,751.77
image_0988.jpg,808509.31
image_0989.jpg,187031.67
image_0990.jpg,71328.28
image_0991.jpg,25580.39
image_0992.jpg,100.61
image_0993.jpg,16750.27
image_0994.jpg,35355.31
image_0995.jpg,43186.87
image_0996.jpg,2758.36
image_0997.jpg,3007.63
image_0998.jpg,55735.48
image_0999.jpg,329845.19
image_1000.jpg,413670.1
image_1001.jpg,19376.15
image_1002.jpg,228744.08
image_1003.jpg,93113.17
image_1004.jpg,34422.37
image_1005.jpg,66093.75
image_1006.jpg,228.64
image_1007.jpg,349403.52
image_1008.jpg,807417.03
image_1009.jpg,146313.14
image_1010.jpg,40259.82
image_1011.jpg,100.63
image_1012.jpg,135367.81
image_1013.jpg,76.09
image_1014.jpg,10210.11
image_1015.jpg,24227.94
image_1016.jpg,370094.64
image_1017.jpg,9580.42
image_1018.jpg,16721.87
image_1019.jpg,143178.01
